15,1995,5594.99
16,187,5311.95
16,351,5326.95
16,537,5343.56
16,726,5360.10
16,832,5369.38
16,897,5374.79
16,947,5379.11
16,1037,5386.61
16,1083,5390.48
16,1135,5394.73
16,1186,5398.98
16,1293,5407.63
16,1331,5410.80
16,1390,5415.53
16,1415,5417.47
16,1498,5424.02
16,1519,5425.66
16,1589,5431.17
16,1865,5452.17
17,270,5195.74
17,308,5199.08
17,444,5211.17
17,535,5219.13
17,675,5231.11
17,871,5247.57
17,1001,5258.32
17,1103,5266.66
17,1478,5296.26
17,1497,5297.73
17,1684,5311.95
17,1887,5326.95
18,488,5096.48
18,537,5100.58
18,710,5115.03
18,1162,5151.51
18,1196,5154.21
18,1252,5158.54
18,1315,5163.49
18,1492,5176.94
18,1747,5195.74
18,1794,5199.08
19,515,4985.34
19,719,5002.12
19,908,5017.19
19,1053,5028.55
19,1190,5039.21
19,1263,5044.70
19,1293,5047.10
19,1330,5049.88
19,1534,5065.03
19,1576,5067.96
20,347,4863.16
20,374,4865.51
20,551,4879.85
20,740,4894.86
20,1060,4919.84
20,1326,4939.63
20,1405,4945.50
20,1680,4965.04
21,411,4764.89
21,580,4778.39
21,722,4789.38
21,940,4806.65
21,968,4808.16
21,1165,4822.92
21,1218,4826.69
21,1279,4831.15
21,1414,4840.86
21,1513,4847.82
21,1735,4863.16
21,1769,4865.51
21,1985,4878.85
22,382,4663.20
22,445,4668.21
22,468,4669.97
22,515,4673.64
22,546,4676.11
22,678,4686.21
22,718,4689.24
22,795,4695.03
22,914,4704.02
22,1181,4723.39
22,1229,4726.91
22,1356,4735.88
22,1781,4764.89
22,1987,4778.39
23,530,4579.33
23,670,4589.85
23,744,4595.43
23,937,4609.55
23,1634,4657.97
23,1714,4663.20
23,1791,4668.21
23,1819,4669.97
23,1876,4673.64
24,451,4481.78
24,606,4493.36
24,682,4498.94
24,844,4510.72
24,906,4515.10
24,992,4521.17
24,1337,4545.03
24,1498,4555.76
24,1863,4579.33
25,413,4391.08
25,548,4400.96
25,657,4408.86
25,898,4426.02
25,958,4430.25
25,1011,4433.78
25,1369,4457.99
25,1628,4474.72
25,1740,4481.78
25,1926,4493.36
26,502,4312.93
26,759,4331.22
26,793,4333.55
26,847,4337.22
26,1004,4348.09
26,1347,4370.75
26,1399,4374.06
26,1462,4378.23
26,1486,4379.71
26,1520,4381.83
26,1668,4391.08
26,1828,4400.96
26,1960,4408.86
27,772,4250.28
27,906,4259.30
27,1010,4266.27
27,1099,4272.20
27,1180,4277.57
27,1250,4282.01
27,1536,4300.02
27,1747,4312.93
28,581,4158.57
28,757,4170.47
28,1063,4190.76
28,1182,4198.31
28,1219,4200.65
28,1349,4208.89
28,1381,4210.91
28,1787,4235.49
29,634,4086.47
29,759,4094.72
29,804,4097.71
29,844,4100.38
29,899,4103.95
29,969,4108.37
29,1036,4112.72
29,1099,4116.74
29,1340,4131.75
29,1791,4158.57
30,554,4008.22
30,619,4012.45
30,721,4019.13
30,903,4030.82
30,985,4036.03
30,1362,4059.20
30,1432,4063.42
30,1530,4069.21
30,1578,4072.00
